"data.race","data.partyid"
"16640","white","not str republican"
"16642","white","not str republican"
"16643","white","not str republican"
"16644","white","not str democrat"
"16645","white","strong republican"
"16646","white","strong democrat"
"16647","white","not str democrat"
"16648","white","ind,near rep"
"16649","white","strong democrat"
"16650","white","not str republican"
"16651","black","ind,near rep"
"16652","white","ind,near dem"
"16653","white","ind,near dem"
"16654","white","not str democrat"
"16655","white","not str democrat"
"16656","white","not str republican"
"16657","white","not str republican"
"16658","white","ind,near dem"
"16659","white","ind,near dem"
"16660","white","independent"
"16661","white","not str republican"
"16662","white","ind,near rep"
"16663","white","independent"
"16664","white","not str democrat"
"16665","white","not str republican"
"16666","white","not str republican"
"16667","white","ind,near dem"
"16668","white","not str republican"
"16669","white","strong republican"
"16670","white","ind,near dem"
"16671","white","not str republican"
"16672","white","not str republican"
"16673","white","not str republican"
"16674","white","not str republican"
"16675","white","strong democrat"
"16676","white","not str democrat"
"16677","white","ind,near dem"
"16678","white","not str democrat"
"16679","white","ind,near rep"
"16680","white","ind,near dem"
"16681","white","ind,near dem"
"16682","white","strong democrat"
"16683","white","not str republican"
"16684","white","ind,near dem"
"16685","white","strong democrat"
"16686","white","ind,near dem"
"16687","white","not str democrat"
"16688","white","not str democrat"
"16689","white","not str democrat"
"16690","white","not str republican"
"16691","white","independent"
"16692","white","independent"
"16693","white","not str republican"
"16694","white","strong democrat"
"16695","white","ind,near dem"
"16696","white","not str republican"
"16697","white","strong republican"
"16698","white","other party"
"16699","white","not str republican"
"16700","white","not str republican"
"16701","white","not str democrat"
"16702","white","ind,near rep"
"16703","white","not str republican"
"16704","white","not str republican"
"16705","white","not str republican"
"16706","white","independent"
"16707","white","independent"
"16708","white","ind,near dem"
"16709","white","ind,near dem"
"16710","white","independent"
"16711","white","ind,near rep"
"16712","white","strong democrat"
"16713","white","not str republican"
"16714","white","strong democrat"
"16715","white","not str republican"
"16716","white","strong democrat"
"16717","white","independent"
"16718","white","ind,near rep"
"16719","white","ind,near dem"
"16720","white","ind,near rep"
"16721","white","strong republican"
"16722","white","not str republican"
"16723","white","not str democrat"
"16724","white","not str democrat"
"16725","white","ind,near dem"
"16726","white","strong democrat"
"16727","white","independent"
"16728","white","not str republican"
"16729","white","not str democrat"
"16730","white","ind,near dem"
"16731","white","ind,near dem"
"16732","white","not str republican"
"16733","white","independent"
"16734","white","ind,near rep"
"16735","white","strong democrat"
"16736","white","not str republican"
"16737","white","ind,near dem"
"16738","white","ind,near dem"
"16739","white","strong democrat"
"16740","white","ind,near rep"
"16741","other","independent"
"16742","white","not str democrat"
"16743","white","strong republican"
"16744","white","strong republican"
"16745","white","strong republican"
"16746","white","strong democrat"
"16747","white","ind,near dem"
"16748","white","not str republican"
"16749","white","not str republican"
"16750","white","not str republican"
"16751","white","ind,near dem"
"16752","white","strong democrat"
"16753","white","ind,near rep"
"16754","white","strong republican"
"16755","white","ind,near dem"
"16756","white","not str republican"
"16757","white","not str republican"
"16758","white","not str democrat"
"16759","white","strong republican"
"16760","white","not str republican"
"16761","white","strong republican"
"16762","white","strong democrat"
"16763","white","ind,near dem"
"16764","white","strong republican"
"16765","white","strong democrat"
"16766","white","other party"
"16767","white","not str republican"
"16768","white","strong democrat"
"16769","white","independent"
"16770","white","not str republican"
"16771","white","ind,near dem"
"16772","white","independent"
"16773","white","not str democrat"
"16774","white","not str democrat"
"16775","white","not str democrat"
"16776","white","not str republican"
"16777","white","ind,near dem"
"16778","white","strong democrat"
"16779","white","ind,near dem"
"16780","white","ind,near rep"
"16781","white","not str democrat"
"16782","white","strong democrat"
"16783","white","ind,near dem"
"16784","white","strong democrat"
"16785","white","ind,near rep"
"16786","white","strong republican"
"16787","white","not str republican"
"16788","white","not str democrat"
"16789","white","ind,near rep"
"16790","white","ind,near dem"
"16791","white","independent"
"16792","white","ind,near dem"
"16793","white","not str democrat"
"16794","white","independent"
"16795","white","independent"
"16796","white","ind,near dem"
"16797","white","ind,near rep"
"16798","white","ind,near rep"
"16799","white","ind,near rep"
"16800","white","not str democrat"
"16801","white","not str republican"
"16802","white","independent"
"16803","white","other party"
"16804","white","not str republican"
"16805","white","not str democrat"
"16806","white","strong democrat"
"16807","white","not str republican"
"16808","white","ind,near rep"
"16809","white","ind,near dem"
"16810","white","not str republican"
"16811","white","not str democrat"
"16812","white","ind,near rep"
"16813","white","independent"
"16814","white","strong democrat"
"16815","white","not str democrat"
"16816","white","ind,near rep"
"16817","white","strong democrat"
"16818","white","other party"
"16819","white","not str democrat"
"16820","white","ind,near dem"
"16821","white","ind,near dem"
"16822","white","independent"
"16823","white","strong democrat"
"16824","black","strong democrat"
"16825","black","strong republican"
"16826","black","strong democrat"
"16827","black","strong democrat"
"16828","black","not str republican"
"16829","black","not str republican"
"16830","white","not str democrat"
"16831","white","strong republican"
"16832","white","ind,near dem"
"16833","white","ind,near dem"
"16834","white","independent"
"16835","white","ind,near rep"
"16836","white","independent"
"16837","white","not str democrat"
"16838","white","ind,near rep"
"16839","black","strong democrat"
"16840","white","not str democrat"
"16841","black","strong democrat"
"16842","white","strong republican"
"16843","black","strong democrat"
"16844","black","strong democrat"
"16845","black","not str democrat"
"16846","black","not str democrat"
"16847","black","strong democrat"
"16848","black","strong democrat"
"16849","white","not str democrat"
"16850","white","ind,near rep"
"16851","white","not str republican"
"16852","white","not str republican"
"16853","white","not str republican"
"16854","black","ind,near dem"
"16855","black","not str democrat"
"16856","white","strong republican"
"16857","black","strong democrat"
"16858","black","not str republican"
"16859","black","not str democrat"
"16860","black","strong democrat"
"16861","other","independent"
"16862","white","independent"
"16863","black","strong democrat"
"16864","black","strong democrat"
"16865","white","independent"
"16866","black","independent"
"16867","white","strong republican"
"16868","black","strong democrat"
"16869","black","strong democrat"
"16870","black","not str democrat"
"16871","white","ind,near dem"
"16872","white","not str democrat"
